MERCADO,CATEGORIA,MARCA,VARIABLES,RY 2023,RY 2024
PERU,CEREALES LISTOS,M PROPIAS,Vtas Valor  USD (000)," 3,305 "," 3,317 "
PERU,CEREALES LISTOS,K.CORN FLAKES,Vtas Valor  USD (000)," 2,280 "," 2,164 "
PERU,CEREALES LISTOS,N.CORN FLAKES,Vtas Valor  USD (000)," 1,956 "," 1,676 "
PERU,CHOCOLATES,,Vtas Valor  USD (000)," 125,913 "," 129,252 "
PERU,CHOCOLATES,SUBLIME,Vtas Valor  USD (000)," 30,948 "," 31,376 "
PERU,CHOCOLATES,TRIANGULO,Vtas Valor  USD (000)," 13,807 "," 13,875 "
PERU,CHOCOLATES,PRINCESA,Vtas Valor  USD (000)," 8,445 "," 9,766 "
PERU,CHOCOLATES,O MARCAS,Vtas Valor  USD (000)," 7,516 "," 8,692 "
PERU,CHOCOLATES,VIZZIO,Vtas Valor  USD (000)," 8,118 "," 7,577 "
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,,Vtas Valor  USD (000)," 12,518 "," 14,291 "
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,SOL DEL CUSCO,Vtas Valor  USD (000)," 6,006 "," 7,182 "
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,O. MARCAS,Vtas Valor  USD (000)," 1,937 "," 2,111 "
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,BAZO VELARDE,Vtas Valor  USD (000), 696 , 795 
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,WINTER S,Vtas Valor  USD (000), 773 , 689 
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,M PROPIAS,Vtas Valor  USD (000), 706 , 676 
PERU,CREMAS FACIALES,,Vtas Valor  USD (000)," 46,892 "," 51,571 "
PERU,CREMAS FACIALES,POND S,Vtas Valor  USD (000)," 10,591 "," 11,945 "
PERU,CREMAS FACIALES,CERAVE,Vtas Valor  USD (000)," 7,646 "," 8,940 "
PERU,CREMAS FACIALES,NEUTROGENA,Vtas Valor  USD (000)," 5,717 "," 6,350 "
PERU,CREMAS FACIALES,GARNIER,Vtas Valor  USD (000)," 3,960 "," 4,696 "
PERU,CREMAS FACIALES,NIVEA,Vtas Valor  USD (000)," 3,776 "," 4,567 "
PERU,CREMAS MANOS Y CUERPO,,Vtas Valor  USD (000)," 14,070 "," 14,683 "
PERU,CREMAS MANOS Y CUERPO,NIVEA,Vtas Valor  USD (000)," 4,521 "," 5,122 "
PERU,CREMAS MANOS Y CUERPO,CERAVE,Vtas Valor  USD (000)," 2,591 "," 2,625 "
PERU,CREMAS MANOS Y CUERPO,O.MARCAS,Vtas Valor  USD (000)," 2,090 "," 2,193 "
PERU,CREMAS MANOS Y CUERPO,CICATRICURE,Vtas Valor  USD (000)," 1,402 "," 1,282 "
PERU,CREMAS MANOS Y CUERPO,JOHNSON S,Vtas Valor  USD (000), 618 , 649 
PERU,DESODORANTES CORPORALES,,Vtas Valor  USD (000)," 86,006 "," 91,128 "
PERU,DESODORANTES CORPORALES,REXONA,Vtas Valor  USD (000)," 23,247 "," 24,067 "
PERU,DESODORANTES CORPORALES,AXE,Vtas Valor  USD (000)," 11,053 "," 12,131 "
PERU,DESODORANTES CORPORALES,DOVE,Vtas Valor  USD (000)," 11,063 "," 11,497 "
PERU,DESODORANTES CORPORALES,NIVEA,Vtas Valor  USD (000)," 12,365 "," 11,361 "
PERU,DESODORANTES CORPORALES,OLD SPICE,Vtas Valor  USD (000)," 9,781 "," 11,023 "
PERU,DETERGENTES,,Vtas Valor  USD (000)," 323,986 "," 316,126 "
PERU,DETERGENTES,MARSELLA,Vtas Valor  USD (000)," 67,166 "," 64,605 "
PERU,DETERGENTES,OPAL,Vtas Valor  USD (000)," 48,303 "," 45,621 "
PERU,DETERGENTES,BOLIVAR,Vtas Valor  USD (000)," 41,430 "," 40,974 "
PERU,DETERGENTES,PATITO,Vtas Valor  USD (000)," 39,724 "," 37,416 "
PERU,DETERGENTES,ARIEL,Vtas Valor  USD (000)," 30,932 "," 28,674 "
PERU,GALLETITAS,,Vtas Valor  USD (000)," 317,746 "," 338,770 "
PERU,GALLETITAS,SAN JORGE,Vtas Valor  USD (000)," 40,785 "," 49,480 "
PERU,GALLETITAS,VICTORIA,Vtas Valor  USD (000)," 42,134 "," 47,438 "
PERU,GALLETITAS,FIELD,Vtas Valor  USD (000)," 39,487 "," 41,212 "
PERU,GALLETITAS,RITZ,Vtas Valor  USD (000)," 25,059 "," 26,848 "
PERU,GALLETITAS,OREO,Vtas Valor  USD (000)," 21,140 "," 22,754 "
PERU,GOMAS DE MASCAR,,Vtas Valor  USD (000)," 41,262 "," 44,573 "
PERU,GOMAS DE MASCAR,TRIDENT,Vtas Valor  USD (000)," 19,971 "," 23,101 "
PERU,GOMAS DE MASCAR,CHICLETS ADAMS,Vtas Valor  USD (000)," 4,785 "," 4,824 "
PERU,GOMAS DE MASCAR,BOOGIE,Vtas Valor  USD (000)," 3,543 "," 3,877 "
PERU,GOMAS DE MASCAR,BUBBALOO,Vtas Valor  USD (000)," 1,679 "," 2,068 "
PERU,GOMAS DE MASCAR,CLORETS,Vtas Valor  USD (000)," 1,479 "," 1,479 "
PERU,GUARNICIONES PARA COPETIN,,Vtas Valor  USD (000)," 209,416 "," 199,260 "
PERU,GUARNICIONES PARA COPETIN,LAY S,Vtas Valor  USD (000)," 33,726 "," 24,460 "
PERU,GUARNICIONES PARA COPETIN,INKA CHIPS,Vtas Valor  USD (000)," 12,293 "," 22,996 "
PERU,GUARNICIONES PARA COPETIN,O. MARCAS,Vtas Valor  USD (000)," 15,521 "," 21,740 "
PERU,GUARNICIONES PARA COPETIN,DORITOS,Vtas Valor  USD (000)," 20,104 "," 18,296 "
PERU,GUARNICIONES PARA COPETIN,CHEETOS,Vtas Valor  USD (000)," 19,697 "," 16,240 "
PERU,HOJAS Y SISTEMAS,,Vtas Valor  USD (000)," 55,507 "," 54,671 "
PERU,HOJAS Y SISTEMAS,PRESTOBARBA 3,Vtas Valor  USD (000)," 14,436 "," 13,665 "
PERU,HOJAS Y SISTEMAS,QUATTRO TITANIUM,Vtas Valor  USD (000)," 4,979 "," 5,057 "
PERU,HOJAS Y SISTEMAS,ULTRAGRIP 2,Vtas Valor  USD (000)," 4,694 "," 4,686 "
PERU,HOJAS Y SISTEMAS,COLT II,Vtas Valor  USD (000)," 4,909 "," 4,614 "
PERU,HOJAS Y SISTEMAS,XTREME 3,Vtas Valor  USD (000)," 4,257 "," 3,971 "
PERU,I.URINARIA,,Vtas Valor  USD (000)," 20,981 "," 19,912 "
PERU,I.URINARIA,PLENITUD PRACTIPA-AL,Vtas Valor  USD (000)," 3,727 "," 3,782 "
PERU,I.URINARIA,PLENITUD CLASSIC,Vtas Valor  USD (000)," 3,153 "," 3,112 "
PERU,I.URINARIA,TENA SLIP ULTRA,Vtas Valor  USD (000)," 2,645 "," 2,654 "
PERU,I.URINARIA,PLENITUD PROTECT,Vtas Valor  USD (000)," 2,032 "," 1,599 "
PERU,I.URINARIA,PRUDENTIAL CONFORT,Vtas Valor  USD (000), 969 ," 1,014 "
PERU,INSECTICIDAS,,Vtas Valor  USD (000)," 21,277 "," 19,655 "
PERU,INSECTICIDAS,SAPOLIO,Vtas Valor  USD (000)," 7,747 "," 6,182 "
PERU,INSECTICIDAS,ALL OTHER,Vtas Valor  USD (000)," 4,441 "," 4,871 "
PERU,INSECTICIDAS,RAID,Vtas Valor  USD (000)," 3,453 "," 2,996 "
PERU,INSECTICIDAS,COCK,Vtas Valor  USD (000)," 2,436 "," 2,981 "
PERU,INSECTICIDAS,BAYGON,Vtas Valor  USD (000)," 1,051 ", 864 
PERU,JABON DE TOCADOR,,Vtas Valor  USD (000)," 117,314 "," 122,669 "
PERU,JABON DE TOCADOR,PROTEX,Vtas Valor  USD (000)," 23,438 "," 24,031 "
PERU,JABON DE TOCADOR,DOVE,Vtas Valor  USD (000)," 11,638 "," 14,255 "
PERU,JABON DE TOCADOR,PALMOLIVE,Vtas Valor  USD (000)," 12,868 "," 13,963 "
PERU,JABON DE TOCADOR,NEKO,Vtas Valor  USD (000)," 11,819 "," 10,633 "
PERU,JABON DE TOCADOR,O MARCAS,Vtas Valor  USD (000)," 8,227 "," 10,472 "
PERU,JABON EN BARRA,,Vtas Valor  USD (000)," 36,219 "," 35,415 "
PERU,JABON EN BARRA,BOLIVAR,Vtas Valor  USD (000)," 23,989 "," 24,156 "
PERU,JABON EN BARRA,TROME (ALICORP),Vtas Valor  USD (000)," 3,481 "," 3,634 "
PERU,JABON EN BARRA,O MARCAS,Vtas Valor  USD (000)," 2,144 "," 1,619 "
PERU,JABON EN BARRA,SAN ISIDRO,Vtas Valor  USD (000)," 1,208 "," 1,374 "
PERU,JABON EN BARRA,MARSELLA,Vtas Valor  USD (000), 902 ," 1,100 "
PERU,JUGOS EN POLVO,,Vtas Valor  USD (000)," 10,489 "," 12,441 "
PERU,JUGOS EN POLVO,ZUKO,Vtas Valor  USD (000)," 6,810 "," 8,375 "
PERU,JUGOS EN POLVO,UMSHA,Vtas Valor  USD (000)," 2,716 "," 3,313 "
PERU,JUGOS EN POLVO,CLIGHT,Vtas Valor  USD (000), 652 , 682 
PERU,JUGOS EN POLVO,NEGRITA,Vtas Valor  USD (000), 220 , 41 
PERU,JUGOS EN POLVO,KANU,Vtas Valor  USD (000), 51 , 15 
PERU,LECHE CONDENSADA,,Vtas Valor  USD (000)," 19,106 "," 20,589 "
PERU,LECHE CONDENSADA,NESTLE,Vtas Valor  USD (000)," 11,019 "," 10,769 "
PERU,LECHE CONDENSADA,GLORIA,Vtas Valor  USD (000)," 6,633 "," 7,408 "
PERU,LECHE CONDENSADA,BONLE,Vtas Valor  USD (000), 986 ," 1,425 "
PERU,LECHE CONDENSADA,O.MARCAS,Vtas Valor  USD (000), 32 , 521 
PERU,LECHE CONDENSADA,M PROPIAS,Vtas Valor  USD (000), 433 , 461 
PERU,LECHE EVAPORADA,,Vtas Valor  USD (000)," 444,296 "," 442,109 "
PERU,LECHE EVAPORADA,GLORIA,Vtas Valor  USD (000)," 282,235 "," 271,289 "
PERU,LECHE EVAPORADA,IDEAL (NESTLE),Vtas Valor  USD (000)," 60,668 "," 60,109 "
PERU,LECHE EVAPORADA,BONLE,Vtas Valor  USD (000)," 39,113 "," 51,643 "
PERU,LECHE EVAPORADA,LAIVE,Vtas Valor  USD (000)," 29,944 "," 33,077 "
PERU,LECHE EVAPORADA,PURA VIDA (GLORIA),Vtas Valor  USD (000)," 17,153 "," 13,971 "
PERU,LECHES EN POLVO ENTE.Y DESCRE.,,Vtas Valor  USD (000)," 29,817 "," 27,181 "
PERU,LECHES EN POLVO ENTE.Y DESCRE.,ENFAGROW,Vtas Valor  USD (000)," 12,588 "," 11,084 "
PERU,LECHES EN POLVO ENTE.Y DESCRE.,SIMILAC,Vtas Valor  USD (000)," 7,225 "," 6,525 "
PERU,LECHES EN POLVO ENTE.Y DESCRE.,O.MARCAS,Vtas Valor  USD (000)," 2,746 "," 2,666 "
PERU,LECHES EN POLVO ENTE.Y DESCRE.,NAN,Vtas Valor  USD (000)," 2,285 "," 2,515 "
PERU,LECHES EN POLVO ENTE.Y DESCRE.,ANCHOR (NESTLE),Vtas Valor  USD (000)," 2,365 "," 2,346 "
PERU,LECHES FLUIDAS,,Vtas Valor  USD (000)," 83,317 "," 85,614 "
PERU,LECHES FLUIDAS,GLORIA,Vtas Valor  USD (000)," 60,496 "," 60,908 "
PERU,LECHES FLUIDAS,LAIVE,Vtas Valor  USD (000)," 13,063 "," 13,030 "
PERU,LECHES FLUIDAS,VIGOR,Vtas Valor  USD (000)," 2,843 "," 4,302 "
PERU,LECHES FLUIDAS,LA PREFERIDA,Vtas Valor  USD (000)," 2,214 "," 3,254 "
PERU,LECHES FLUIDAS,DANLAC,Vtas Valor  USD (000), 786 ," 1,537 "
PERU,LEJIAS,,Vtas Valor  USD (000)," 50,506 "," 49,753 "
PERU,LEJIAS,CLOROX,Vtas Valor  USD (000)," 25,013 "," 25,635 "
PERU,LEJIAS,SAPOLIO,Vtas Valor  USD (000)," 13,109 "," 12,246 "
PERU,LEJIAS,LIGURIA,Vtas Valor  USD (000)," 4,319 "," 4,333 "
PERU,LEJIAS,OTROS,Vtas Valor  USD (000)," 2,312 "," 2,657 "
PERU,LEJIAS,PL,Vtas Valor  USD (000)," 2,308 "," 1,865 "
PERU,LIMP. Y DESEN. LIQUIDOS,,Vtas Valor  USD (000)," 33,824 "," 35,843 "
PERU,LIMP. Y DESEN. LIQUIDOS,POETT,Vtas Valor  USD (000)," 12,726 "," 14,294 "
PERU,LIMP. Y DESEN. LIQUIDOS,SAPOLIO,Vtas Valor  USD (000)," 12,391 "," 13,252 "
PERU,LIMP. Y DESEN. LIQUIDOS,O MARCAS,Vtas Valor  USD (000)," 3,814 "," 3,754 "
PERU,LIMP. Y DESEN. LIQUIDOS,M PROPIAS,Vtas Valor  USD (000)," 1,783 "," 1,464 "
PERU,LIMP. Y DESEN. LIQUIDOS,DKASA,Vtas Valor  USD (000)," 1,216 "," 1,242 "
PERU,PAN ARABE Y TORTILLAS,,Vtas Valor  USD (000)," 14,811 "," 16,790 "
PERU,PAN ARABE Y TORTILLAS,O. MARCAS,Vtas Valor  USD (000)," 13,237 "," 15,509 "
PERU,PAN ARABE Y TORTILLAS,M PROPIAS,Vtas Valor  USD (000)," 1,277 ", 934 
PERU,PAN ARABE Y TORTILLAS,SANIITO,Vtas Valor  USD (000), 153 , 168 
PERU,PAN ARABE Y TORTILLAS,MOLINOS DEL MUNDO,Vtas Valor  USD (000), 25 , 93 
PERU,PAN ARABE Y TORTILLAS,UNION,Vtas Valor  USD (000), 119 , 86 
PERU,PANALES DESCARTABLES P/BEBES,,Vtas Valor  USD (000)," 198,343 "," 189,535 "
PERU,PANALES DESCARTABLES P/BEBES,BABYSEC PREMIUM,Vtas Valor  USD (000)," 49,774 "," 48,084 "
PERU,PANALES DESCARTABLES P/BEBES,HUGGIES NATURAL CARE,Vtas Valor  USD (000)," 44,062 "," 41,628 "
PERU,PANALES DESCARTABLES P/BEBES,HUGGIES ACTIVE SEC,Vtas Valor  USD (000)," 41,689 "," 38,373 "
PERU,PANALES DESCARTABLES P/BEBES,HUGGIES TRIPLE PROTECCION,Vtas Valor  USD (000)," 14,767 "," 13,656 "
PERU,PANALES DESCARTABLES P/BEBES,BABYSEC SUPER PREMIUM,Vtas Valor  USD (000)," 12,654 "," 12,479 "
PERU,PAPEL HIGIENICO REG+HUM,,Vtas Valor  USD (000)," 277,012 "," 264,684 "
PERU,PAPEL HIGIENICO REG+HUM,SUAVE (KIMBERLY-CLARK),Vtas Valor  USD (000)," 77,189 "," 72,832 "
PERU,PAPEL HIGIENICO REG+HUM,PARACAS,Vtas Valor  USD (000)," 54,693 "," 61,031 "
PERU,PAPEL HIGIENICO REG+HUM,NOBLE,Vtas Valor  USD (000)," 58,329 "," 54,967 "
PERU,PAPEL HIGIENICO REG+HUM,ELITE,Vtas Valor  USD (000)," 51,746 "," 42,039 "
PERU,PAPEL HIGIENICO REG+HUM,HIGIENOL,Vtas Valor  USD (000)," 11,196 "," 10,425 "
PERU,PASTAS SECAS,,Vtas Valor  USD (000)," 235,245 "," 233,237 "
PERU,PASTAS SECAS,DON VITTORIO,Vtas Valor  USD (000)," 41,637 "," 42,152 "
PERU,PASTAS SECAS,MOLITALIA,Vtas Valor  USD (000)," 30,414 "," 30,366 "
PERU,PASTAS SECAS,ANITA,Vtas Valor  USD (000)," 25,664 "," 29,278 "
PERU,PASTAS SECAS,NICOLINI,Vtas Valor  USD (000)," 31,005 "," 26,235 "
PERU,PASTAS SECAS,DON MAXIMO,Vtas Valor  USD (000)," 18,375 "," 20,358 "
PERU,PASTELITOS + BUDINES + BAÑADOS,,Vtas Valor  USD (000)," 25,611 "," 25,657 "
PERU,PASTELITOS + BUDINES + BAÑADOS,CHOCMAN,Vtas Valor  USD (000)," 8,368 "," 7,871 "
PERU,PASTELITOS + BUDINES + BAÑADOS,MARINELA,Vtas Valor  USD (000)," 5,145 "," 6,620 "
PERU,PASTELITOS + BUDINES + BAÑADOS,BIMBO,Vtas Valor  USD (000)," 5,457 "," 4,860 "
PERU,PASTELITOS + BUDINES + BAÑADOS,PYC,Vtas Valor  USD (000)," 2,308 "," 1,981 "
PERU,PASTELITOS + BUDINES + BAÑADOS,CREMINO REYENITO,Vtas Valor  USD (000)," 1,648 "," 1,488 "
PERU,POLVOS CHOCOLATADOS,,Vtas Valor  USD (000)," 46,156 "," 47,449 "
PERU,POLVOS CHOCOLATADOS,MILO,Vtas Valor  USD (000)," 18,789 "," 18,537 "
PERU,POLVOS CHOCOLATADOS,WINTER S,Vtas Valor  USD (000)," 14,319 "," 14,784 "
PERU,POLVOS CHOCOLATADOS,NESQUIK,Vtas Valor  USD (000)," 3,947 "," 4,079 "
PERU,POLVOS CHOCOLATADOS,CHOCOLISTO,Vtas Valor  USD (000)," 2,383 "," 2,148 "
PERU,POLVOS CHOCOLATADOS,DONOFRIO,Vtas Valor  USD (000)," 1,427 "," 2,147 "
PERU,POST WASH,,Vtas Valor  USD (000)," 69,798 "," 75,409 "
PERU,POST WASH,PANTENE,Vtas Valor  USD (000)," 15,340 "," 16,829 "
PERU,POST WASH,NUTRIBELA 15,Vtas Valor  USD (000)," 11,223 "," 11,440 "
PERU,POST WASH,ELVIVE,Vtas Valor  USD (000)," 5,030 "," 8,026 "
PERU,POST WASH,AMARAS,Vtas Valor  USD (000)," 5,397 "," 5,399 "
PERU,POST WASH,SEDAL,Vtas Valor  USD (000)," 4,425 "," 4,690 "
PERU,PROTECCION SANITARIA FEMENINA,,Vtas Valor  USD (000)," 100,948 "," 98,847 "
PERU,PROTECCION SANITARIA FEMENINA,NOSOTRAS NATURAL ALAS TELA GEL,Vtas Valor  USD (000)," 20,189 "," 18,653 "
PERU,PROTECCION SANITARIA FEMENINA,NOSOTRAS NATURAL BUE.NOCHES,Vtas Valor  USD (000)," 18,253 "," 18,623 "
PERU,PROTECCION SANITARIA FEMENINA,LADYSOFT NORMAL,Vtas Valor  USD (000)," 10,282 "," 10,880 "
PERU,PROTECCION SANITARIA FEMENINA,KOTEX NORMAL,Vtas Valor  USD (000)," 8,058 "," 7,551 "
PERU,PROTECCION SANITARIA FEMENINA,NOSOTRAS DIAR.NORMAL,Vtas Valor  USD (000)," 5,530 "," 5,562 "
PERU,QUITAMANCHAS Y PRELAVADO,,Vtas Valor  USD (000)," 32,265 "," 32,591 "
PERU,QUITAMANCHAS Y PRELAVADO,CLOROX,Vtas Valor  USD (000)," 15,626 "," 16,494 "
PERU,QUITAMANCHAS Y PRELAVADO,VANISH,Vtas Valor  USD (000)," 6,505 "," 6,528 "
PERU,QUITAMANCHAS Y PRELAVADO,SAPOLIO,Vtas Valor  USD (000)," 5,466 "," 5,963 "
PERU,QUITAMANCHAS Y PRELAVADO,O. MARCAS,Vtas Valor  USD (000)," 1,406 "," 1,311 "
PERU,QUITAMANCHAS Y PRELAVADO,OPAL,Vtas Valor  USD (000)," 2,528 "," 1,234 "
PERU,ROLLOS DE PAPEL P/COCINA,,Vtas Valor  USD (000)," 41,743 "," 45,395 "
PERU,ROLLOS DE PAPEL P/COCINA,NOVA,Vtas Valor  USD (000)," 21,871 "," 24,547 "
PERU,ROLLOS DE PAPEL P/COCINA,PARACAS,Vtas Valor  USD (000)," 3,291 "," 8,712 "
PERU,ROLLOS DE PAPEL P/COCINA,SCOTT,Vtas Valor  USD (000)," 7,567 "," 5,872 "
PERU,ROLLOS DE PAPEL P/COCINA,ELITE,Vtas Valor  USD (000)," 4,710 "," 2,722 "
PERU,ROLLOS DE PAPEL P/COCINA,M PROPIAS,Vtas Valor  USD (000)," 2,526 "," 1,582 "
PERU,SERVILLETAS DE PAPEL,,Vtas Valor  USD (000)," 10,104 "," 10,072 "
PERU,SERVILLETAS DE PAPEL,ELITE,Vtas Valor  USD (000)," 6,771 "," 6,331 "
PERU,SERVILLETAS DE PAPEL,SCOTT,Vtas Valor  USD (000)," 1,124 "," 1,248 "
PERU,SERVILLETAS DE PAPEL,M PROPIAS,Vtas Valor  USD (000), 889 ," 1,006 "
PERU,SERVILLETAS DE PAPEL,NOVA,Vtas Valor  USD (000), 855 , 912 
PERU,SERVILLETAS DE PAPEL,TESS,Vtas Valor  USD (000), 228 , 253 
PERU,SHAMPOO,,Vtas Valor  USD (000)," 169,085 "," 173,125 "
PERU,SHAMPOO,H&S,Vtas Valor  USD (000)," 55,246 "," 54,139 "
PERU,SHAMPOO,SEDAL,Vtas Valor  USD (000)," 21,964 "," 22,091 "
PERU,SHAMPOO,PANTENE,Vtas Valor  USD (000)," 19,828 "," 21,152 "
PERU,SHAMPOO,JOHNSON S,Vtas Valor  USD (000)," 10,201 "," 10,916 "
PERU,SHAMPOO,SAVITAL,Vtas Valor  USD (000)," 10,672 "," 10,194 "
PERU,ST_CREMAS DENTALES,,Vtas Valor  USD (000)," 102,525 "," 104,553 "
PERU,ST_CREMAS DENTALES,COLGATE,Vtas Valor  USD (000)," 60,671 "," 63,237 "
PERU,ST_CREMAS DENTALES,DENTO,Vtas Valor  USD (000)," 12,000 "," 11,525 "
PERU,ST_CREMAS DENTALES,KOLYNOS,Vtas Valor  USD (000)," 10,645 "," 9,428 "
PERU,ST_CREMAS DENTALES,ORAL B,Vtas Valor  USD (000)," 7,187 "," 6,469 "
PERU,ST_CREMAS DENTALES,VITIS,Vtas Valor  USD (000)," 4,083 "," 5,212 "
PERU,ST_SUAVIZANTES,,Vtas Valor  USD (000)," 53,604 "," 53,944 "
PERU,ST_SUAVIZANTES,DOWNY,Vtas Valor  USD (000)," 22,434 "," 20,932 "
PERU,ST_SUAVIZANTES,SUAVITEL,Vtas Valor  USD (000)," 18,209 "," 18,848 "
PERU,ST_SUAVIZANTES,BOLIVAR,Vtas Valor  USD (000)," 10,025 "," 10,388 "
PERU,ST_SUAVIZANTES,M PROPIAS,Vtas Valor  USD (000)," 1,600 "," 1,499 "
PERU,ST_SUAVIZANTES,LUA,Vtas Valor  USD (000),,686.096
PERU,TOSTADAS,,Vtas Valor  USD (000),5894.378,5585.47
PERU,TOSTADAS,BIMBO,Vtas Valor  USD (000),2172.075,2078.896
PERU,TOSTADAS,M PROPIAS,Vtas Valor  USD (000),1454.311,1359.05
PERU,TOSTADAS,UNION,Vtas Valor  USD (000),878.319,739.728
PERU,TOSTADAS,O MARCAS,Vtas Valor  USD (000),354.699,538.718
PERU,TOSTADAS,PYC,Vtas Valor  USD (000),517.487,459.772
PERU,YOGHURT,,Vtas Valor  USD (000),237624.077,228797.848
PERU,YOGHURT,GLORIA,Vtas Valor  USD (000),150042.971,144481.005
PERU,YOGHURT,LAIVE,Vtas Valor  USD (000),46493.92,38744.882
